logFC	AveExpr	t	P.Value	adj.P.Val	B
LMO3	1.05614454197916	4.38521272285156	3.30601097350346	0.00230958772564052	0.0312339057047707	-1.64246244709977
DPP6	-0.502002049947919	3.89028251826172	-3.29153570419396	0.00240031667887636	0.0322076813650789	-1.67782320712734
EMP1	0.842518502604164	5.88800729589844	3.27980862408743	0.00247631257292953	0.0327169960672303	-1.70641590298102
CD40LG	0.5088204253125	3.36796857128906	3.26677548120593	0.00256347268920015	0.0334067099997129	-1.73813509212248
MFAP4	0.654628169322916	6.34003139619141	3.26582573105206	0.00256993763690054	0.0334402929122263	-1.74044413344549
EFS	0.672714051510415	4.98388044990234	3.24975414583738	0.00268172971241356	0.0341310502011693	-1.7794678227678
PLSCR1	0.524087993229167	5.42981116894531	3.24645078509403	0.00270527642384775	0.0342914027988845	-1.78747709088709
CA12	0.547821618177083	5.78673196162109	3.23896596018653	0.0027593622162526	0.0347795335944722	-1.80560984150488
ADCY8	-0.515495131197918	3.01535123857422	-3.22482361125773	0.00286438804292432	0.0357052196481045	-1.83981468859584
FMO3	0.544515731145832	4.20432039941406	3.21538277051083	0.00293661176913434	0.0363421551457906	-1.86260706072229
PSPH	0.688826193958334	5.33719771679687	3.21146774890345	0.00296706925533954	0.0366137197491756	-1.87204905908919
CXCL2	0.804574810156249	3.48457156572266	3.20633201643685	0.00300748075599283	0.0368480655018438	-1.88442637148352
DAPK1	0.843912446458333	5.27737944648437	3.20541142090594	0.00301477992330741	0.0368849532295406	-1.8866439941128
L1CAM	-0.543778308489584	4.17667388662109	-3.20356752219022	0.0030294505843006	0.0369959344500341	-1.89108480213767
ATP6V0A1	-0.57735432744792	5.52445357373047	-3.20265263306664	0.00303675499613115	0.0369959344500341	-1.89328772686349
SHOX	0.999072730885416	4.31702347919922	3.20089507926429	0.00305083434880065	0.0371148885912792	-1.89751878414606
RNF13	0.517677664322916	6.24447875400391	3.19690150706765	0.00308305775472728	0.0374010997861909	-1.90712839550204
HIVEP1	-0.510628217812501	5.29006646699219	-3.18642552896564	0.00316913614031063	0.038229649288656	-1.93230769681897
VWF	-0.511145714479168	3.76597611152344	-3.18288973443674	0.00319870248830321	0.0383176045987409	-1.94079665178216
TTF1	0.773354073125	4.03734560273437	3.17915640446283	0.00323020590395542	0.0384806107755132	-1.94975468048207
CALML3	-0.576321456067708	3.40430087485352	-3.17452981583064	0.00326965737967035	0.0387986483438475	-1.9608486568406
PLCE1	0.741101747864582	5.00175408876953	3.174439040914	0.0032704360015451	0.0387986483438475	-1.961066241538
ADA	-0.662808984583336	5.57087933984375	-3.16906046394045	0.00331688739472638	0.039132723877061	-1.97395287331325
DIP2C	0.58999234630208	5.38252535419922	3.16437176641593	0.00335789284746086	0.0392030129303335	-1.98517752088078
PCDH1	-0.564309290312503	5.47609156074219	-3.16228553028115	0.00337629302396089	0.0392425625663346	-1.99016919967072
NFIA	0.564242056614582	4.65128280830078	3.16080253829546	0.00338943105384856	0.0393421005319183	-1.99371648949432
CAPN9	-0.581094826093754	3.68320218447266	-3.15820257138478	0.00341258208909589	0.0395549267723361	-1.99993350754571
GPRC5B	1.02544417317708	4.68468994833984	3.15441442343304	0.0034465827671998	0.0396621062320219	-2.0089870004342
NREP	-0.902619906770836	6.58235112285156	-3.15027753316282	0.00348408191427845	0.0398379622868079	-2.01886759855705
MOXD1	0.823407613854165	5.04577076699219	3.14985006719144	0.00348797877254748	0.0398379622868079	-2.01988818350507
FOS	0.619787010260416	5.03815935146484	3.14880524203707	0.00349752105965484	0.039843945210717	-2.02238242800689
RGS3	0.667233595833331	5.1288883328125	3.14010352404979	0.00357796376648981	0.040227537719711	-2.04313891798657
SLC8A2	-0.552186250520835	4.07742829316406	-3.13248794619156	0.00364980725635894	0.0407688210544718	-2.06128024221593
USP9Y	-1.02452574083334	3.52727703984375	-3.11626826081898	0.00380741860953919	0.0418767358831798	-2.09984140538051
FMO2	0.568831689322917	3.15157906728516	3.11427374633483	0.00382724068619151	0.0420409925184331	-2.10457601622618
MSTN	0.843923989479166	2.72772463378906	3.109995676793	0.00387008867315911	0.0422474185574758	-2.11472601891284
TNFSF4	-0.977840099687501	5.05934840800781	-3.10895231260137	0.00388060765163552	0.0423030499514793	-2.11720036118868
MYRF	-0.503674740572917	4.69811955771484	-3.10302635044796	0.00394086909089553	0.0427930967503295	-2.1312455414055
SOX21	-0.561244223802083	3.86953663642578	-3.1029991480312	0.00394114775239448	0.0427930967503295	-2.1313099816735
NMU	-0.812390279166668	3.46993665859375	-3.10089343561093	0.00396277555452552	0.0428434415765513	-2.13629733840629
GPNMB	1.49634523302083	6.44458160683594	3.0925757573422	0.00404931351817889	0.0434266154237614	-2.15598023372132
PDLIM3	-1.15414568539063	4.86984130600586	-3.08844431774694	0.00409296146917019	0.0436768754296933	-2.16574647019644
SH3BGR	0.587020959479165	5.40868791738281	3.08571688787268	0.00412202062902552	0.0439324652171605	-2.17219000865128
SMAD6	0.883597781510415	5.06585867412109	3.07540185353846	0.00423370152270312	0.0446288138851051	-2.196531911705
CLEC2B	0.800426892499999	3.95132990625	3.07536956372027	0.00423405559007624	0.0446288138851051	-2.19660804273332
PLXDC2	0.549494498229165	3.13359493613281	3.07374174077491	0.00425194159543917	0.0447077624234381	-2.20044547629644
G0S2	0.718301979218749	3.78824050029297	3.05129885126399	0.00450595784834949	0.0465814224202571	-2.25324164818761
GCNT1	0.733783858958332	4.13591439335937	3.04828200140414	0.00454118053936786	0.0467276113622069	-2.26032285868469
CYP7A1	0.603471472083331	2.65824420546875	3.03674622902191	0.00467828476843125	0.0477375270982204	-2.2873649989375
THBS2	0.517826077968746	6.93169717919922	3.03598544227874	0.00468746326495141	0.0477688051443685	-2.28914648580398
KRT14	-1.2091756625	5.67544769296875	-3.03471623198934	0.00470281358974397	0.047811938162397	-2.29211797836588
NRXN2	-0.524072623750003	4.4798197859375	-3.0240998464742	0.00483308926849632	0.0488481427208715	-2.31694679151263
LPPR4	-1.42059589114584	4.99591847246094	-3.02144892772397	0.004866148098616	0.0490665179322347	-2.32313917970292
ATP1A2	0.76243671627604	4.01511753608398	3.01312147422043	0.00497139457036191	0.0498937744453708	-2.34257234083818
DHRS3	0.508052452447915	5.54226440595703	3.01232959346008	0.00498151409481241	0.0499110782102793	-2.34441876833553
ACKR3	1.17860410661458	4.11532336533203	2.99521300178305	0.00520506870521719	0.0512815531885143	-2.38426440141384
COL11A1	0.866602985156245	6.79109536337891	2.9880079524974	0.00530197925053278	0.0519980884080188	-2.40099960050316
CNN1	-0.536046976822917	6.01995439599609	-2.98539381189363	0.00533755994671994	0.0522874181113191	-2.40706596907721
SVEP1	0.800230323958332	5.22066270976562	2.98463204821046	0.00534797056789417	0.0523199556372326	-2.4088331632399
TRIB1	-0.528985500156252	4.99581282412109	-2.98120910401973	0.00539498729479056	0.0526091186821693	-2.41677087182026
RLN2	-0.596319859166667	2.8230626484375	-2.98040548784516	0.00540608201464916	0.0526091186821693	-2.41863370262958
HMOX1	0.691730673958333	4.09409199882812	2.97848409583395	0.00543269614714243	0.0527388482636253	-2.42308647580636
NMNAT2	-0.765699469947917	3.88065908466797	-2.97710594557608	0.00545186171762348	0.0528652340848698	-2.42627931940868
RGN	0.919565885781249	4.15679921533203	2.95415550980507	0.0057805607157665	0.055181579041407	-2.47932881904637
PCDH9	-0.522630761875002	4.32664578398438	-2.94692299618162	0.00588796079621816	0.0558938958896743	-2.49599898323357
STXBP2	-0.605706108802083	4.31425408720703	-2.9449209715986	0.00591802091670834	0.0559165840432026	-2.50060937338894
SLAMF1	-0.556844130468752	3.48624106220703	-2.94346016625541	0.00594004593424017	0.0559587459807226	-2.50397229597454
PKP4	0.55215082375	5.2475719453125	2.93556543732419	0.00606042040003396	0.0567199954958565	-2.52213047499668
GAS7	0.71849006203125	3.53410134814453	2.92163867490079	0.00627838981406883	0.0582766112177925	-2.55409523736222
NFASC	0.778304761562499	5.14453449785156	2.90099871226313	0.00661504258412725	0.0602073875831518	-2.6013088418834
RGS16	-0.617866992135419	5.00740385751953	-2.89312721681042	0.0067478489603483	0.0609480985997138	-2.61926425295889
KAL1	0.661429238958333	4.57454421054687	2.87825781155334	0.00700558921029801	0.062570169052724	-2.65310563820662
FGL2	0.508681969635416	3.65434156748047	2.86538398286423	0.00723618038959292	0.0640312628918608	-2.68232369635183
TPST2	-0.566952380937503	6.06296143457031	-2.85996370281105	0.00733538213373382	0.0644012064528403	-2.69460261466807
ATP7B	-0.60309372010417	4.55262365410156	-2.85675214676523	0.00739476056038158	0.0645685944361123	-2.70187156874882
OLFML1	0.725076076562496	5.36025520253906	2.8549515252337	0.00742824924775815	0.0647318863018925	-2.70594496339792
WWC1	0.704553270416667	4.0795074640625	2.85289186452838	0.00746673009560982	0.0647557524800128	-2.71060252028824
LUM	0.514321922604163	7.11146035917969	2.85021738914195	0.00751697668232711	0.0648480606265752	-2.71664743732106
PLCB4	-0.533688709114584	3.40933491904297	-2.84897219330911	0.00754047879035222	0.0649205786544739	-2.71946072821786
NTF3	-0.702793603255209	4.0090914574707	-2.84170544044992	0.00767901339388149	0.06538764471172	-2.73586424070692
DDX3Y	-1.47237026692708	4.26967124384766	-2.84134450540292	0.00768595614504696	0.06538764471172	-2.73667835184021
PITX2	0.544789305468749	5.34504657607422	2.83510197946272	0.00780696887726639	0.0660902945997719	-2.75074912967322
ZNF365	0.651434706718748	5.13043496044922	2.82891339330871	0.00792869664815332	0.0666615052500164	-2.76468032693249
PDPN	0.512122910937499	4.74818825292969	2.82703042774219	0.00796608544529953	0.0668451716244109	-2.76891552717135
SLC1A1	-0.508927573854168	5.10261736269531	-2.82504580454487	0.00800567152122824	0.06704652459015	-2.77337757380904
IGF2BP3	-0.74616279421875	4.50886938486328	-2.81311035078731	0.00824765304106785	0.068183673348225	-2.80017300978377
TDRD3	0.578284575833331	4.45326424375	2.81264251687275	0.00825727602499594	0.068183673348225	-2.8012219392758
GABBR2	-0.621955493645835	3.29534329667969	-2.8091655350273	0.00832912482191752	0.068553878079725	-2.80901442327737
SALL1	0.659376649635416	3.16909166669922	2.80373658528393	0.00844248015333697	0.0689383997689003	-2.82117010998366
MMP1	-1.81461085	4.7614272578125	-2.77456525704733	0.00907667876100008	0.0726218735101039	-2.88624494865747
MAFK	-0.535888037552085	4.40671272080078	-2.7523074234336	0.00959020755775157	0.0754100389521139	-2.93562096493131
VEGFC	-0.750149637187501	4.75314042128906	-2.74852233074212	0.00968018784089546	0.0759432798554039	-2.94399365646065
SETBP1	0.560210742864583	4.19697705908203	2.74503599337495	0.00976376190607806	0.0762744015932583	-2.95169928447031
VCAM1	1.31986397796875	5.31974333857422	2.74274096266444	0.00981914474236052	0.0764078947619311	-2.95676858723529
NTRK2	0.568372786874999	4.47278296210937	2.74071413854286	0.0098682986694738	0.0765349295366494	-2.96124331790423
TNNC2	0.542603378072916	4.01553955634766	2.73562838720901	0.00999264824139481	0.0771633054867948	-2.97246250511448
CHST2	0.513089672968747	4.57655369482422	2.72739358027059	0.0101970938737908	0.0780990244064783	-2.99060144605323
EPHX1	0.7586293446875	5.78577276308594	2.71703598250117	0.0104597733173021	0.0793592121229733	-3.01336856421865
MAN1C1	0.539102000208331	4.90890216054687	2.70940711097065	0.0106572621131208	0.0801669863756029	-3.03010348463608
CCNE2	0.615286696510416	3.95029719912109	2.70123708425938	0.0108726024888899	0.0810357487061891	-3.04799321762427
NOV	-0.752223822500002	4.88774403671875	-2.68739445818685	0.0112467141193221	0.0829167589713953	-3.07822752455943
BCHE	-0.639984533697918	3.52942410419922	-2.66807127392904	0.0117889659471243	0.0855670009377349	-3.1202699306352
GH1	-0.530435502343752	4.68354050947266	-2.66299527386196	0.011935380289601	0.0859767218348897	-3.1312824776208
ANGPT2	0.602369726458333	3.64491452304688	2.66079454491221	0.0119993816914781	0.0863654242078689	-3.13605293177277
PTGDS	0.878417452552083	6.64516158310547	2.65784311339096	0.0120857146328431	0.0868364459847787	-3.14244676265877
ABHD3	0.558761874166666	2.4753957890625	2.65270103530946	0.0122375036461053	0.0874209043688968	-3.15357560987133
AHNAK2	0.692982072187502	6.41093396933594	2.64904092508262	0.0123466208383116	0.0879811813010094	-3.16148878719295
CDH13	-0.59428764546875	6.13432365205078	-2.63825644944387	0.0126733968859707	0.0897151330174769	-3.18476465959957
CRHBP	-1.02659213604167	3.20093668945312	-2.61573244459963	0.0133818699068679	0.0925965109163082	-3.23318276961923
C14orf132	0.54412807473958	6.01657579228516	2.61153933946097	0.0135177376326501	0.0932366169834995	-3.24216707779419
IMPA2	0.896107843645832	5.04958368222656	2.60135739220543	0.0138529838532154	0.0947778452458333	-3.2639448131833
SERPINI1	-0.614173393177086	4.63121251572266	-2.60107461506185	0.0138624031297824	0.0947778452458333	-3.26454885304704
ACOX2	0.607196742604167	4.67031264902344	2.59574983406366	0.0140408790781697	0.0952349249291854	-3.27591521762531
POLR3G	0.63128515765625	3.48619368525391	2.59544813987454	0.0140510544977487	0.0952349249291854	-3.27655876984044
EIF1AY	-0.870329996510418	3.17549334697266	-2.59261916125082	0.0141468009166783	0.0955305283266545	-3.28259099573571
BRINP1	0.648489563541667	4.50525401210937	2.58950257697711	0.0142529782910533	0.0959983291161705	-3.28923156800105
NET1	0.520107543749999	3.09457473046875	2.57319791096276	0.014820539216685	0.0983576063292498	-3.32388797377638
UTY	-0.708178139479167	3.52805698886719	-2.57006612584466	0.0149319133022225	0.0989746563841494	-3.33052848094842
CXCL8	0.893924234947916	4.26328637861328	2.54526836987645	0.0158413882941956	0.102444947908554	-3.38292223921363
DMC1	0.613070508229164	2.64449630644531	2.52393679566872	0.0166642267129057	0.105311545891037	-3.42772559576585
HTN3	-0.521298706822918	2.62675412412109	-2.52228204937585	0.0167296699703035	0.10542438724148	-3.43119071366757
XYLT1	0.554492970937499	4.05423039902344	2.51012788133195	0.0172176334554919	0.107964884559496	-3.45659599253659
AKAP5	0.595433400052082	2.61188748935547	2.48628879425256	0.018212843065501	0.111652646618941	-3.5061884542228
FAM13C	-0.523072670208333	2.67414434257813	-2.48056154445313	0.0184596619020712	0.112285397467973	-3.51805572551983
PRG4	0.534819681666666	3.18164423125	2.46537427510099	0.0191290643310313	0.114458552671888	-3.54943581009762
CHRNA6	0.819364147291665	4.56519156679687	2.46475783602242	0.0191566979728257	0.114458552671888	-3.55070676297779
HGD	-0.599738195885417	3.34588290908203	-2.46335299095196	0.0192198106076175	0.114639106127682	-3.55360242353951
AOX1	0.542495096093749	6.25299917568359	2.45795779962153	0.0194639604468741	0.115375274847391	-3.56471261204167
LUZP2	0.867181799843748	4.40188979912109	2.45077851806404	0.0197932418732856	0.11620592037688	-3.57947119596677
IGJ	0.853368219270833	3.56117524589844	2.43555533918343	0.0205083546511006	0.119588039562113	-3.61066887727151
TOX	0.605330478958332	3.61747640195312	2.43161720762551	0.0206971485043252	0.120118876036236	-3.61871797650939
CSTA	0.714644172083332	3.60809989765625	2.42868671001048	0.0208386636236347	0.120363953397577	-3.62470182355262
GPC4	1.15313366229167	4.64172759335938	2.42689343072604	0.0209256965197874	0.120387265431669	-3.62836113176916
PAGE4	-0.503649030937501	3.02339023066406	-2.41979739472577	0.0212733467324134	0.121414767913396	-3.64282296362521
VIPR1	-0.514292719270833	3.60528845566406	-2.41502257727122	0.0215102289132945	0.122604028418321	-3.65253780732299
HSPB6	0.639868747656247	6.21943984150391	2.4054422039014	0.0219927785900388	0.124202159325623	-3.67199033578137
COPG2IT1	0.605285815677082	3.66734453115234	2.40306790003151	0.022113882593954	0.124396295876033	-3.67680304155759
ITM2A	0.810256100416665	3.70619021171875	2.40277573222295	0.0221288267931226	0.124396295876033	-3.67739503882696
HBEGF	-0.584351001875001	4.13753332148437	-2.39923394244631	0.0223107194022494	0.12493131352783	-3.6845675556869
PENK	0.541820284166667	4.60451170078125	2.38780486975496	0.0229069850789258	0.127522963536466	-3.70766292567742
LOC730101	0.648165839583332	4.744824209375	2.38008235927317	0.0233180363233909	0.129059479033131	-3.72322507069629
NPTXR	0.84343444953125	4.84124372470703	2.37473409420257	0.0236066261850625	0.129790291757094	-3.73398223769913
EDIL3	-0.780665197343753	5.37909192822266	-2.36139337615064	0.0243406672179663	0.132418772132655	-3.76074160200689
HSPA12A	0.58550691671875	3.76105493310547	2.34651088991871	0.0251839147008185	0.135274300779658	-3.79046936348364
IGFBP3	0.831340863020833	7.25588155996094	2.34355346320417	0.0253546022219359	0.135612053048142	-3.79636115648883
EPHB6	0.611632684114582	3.98372716845703	2.3171061926611	0.0269281838193264	0.140231888500355	-3.84881705675192
HDAC9	-0.775751890625	4.13931128632812	-2.31329700177578	0.0271619554308357	0.140904691592653	-3.85633764880035
GFRA1	0.678152943593747	3.76859754365234	2.31116504686572	0.0272935927242468	0.14141698254292	-3.86054300512252
LYPD1	-0.890187867968752	4.11296599423828	-2.29693217507553	0.0281872527991761	0.144557140809071	-3.88854736192329
METTL3	0.517529880156248	5.17940645478516	2.29479281568918	0.0283238374395277	0.145003232717489	-3.89274610125237
CCL15	-0.569625224999999	4.64266682265625	-2.26970228172614	0.0299708069906265	0.150611432153404	-3.94178062145035
IL11	0.500246512604165	3.47913434121094	2.24973282554958	0.0313426387616449	0.154309121916948	-3.98053048191768
CHI3L1	1.12410968078125	3.75521864658203	2.22904676377441	0.0328228781945248	0.158422881790745	-4.02041002526105
KBTBD11	0.67234177	3.94943323359375	2.22250893640592	0.0333035660045584	0.159223997334745	-4.03295837666916
FGFR3	0.638503269374999	4.50165872382813	2.22143777750534	0.0333829201007105	0.159269478080403	-4.03501174605917
NEFH	0.631691770729165	3.84898515175781	2.18369865008963	0.0362889376279723	0.165795182836355	-4.10689413747958
ANKRD34C	-0.505781480833333	3.47340387734375	-2.17576336538051	0.0369279542379091	0.167670717717423	-4.121893546601
IFI27	1.09247683854167	5.59004333710937	2.17559337746663	0.03694175213051	0.167670717717423	-4.12221442044215
ANO3	0.559821370572915	3.71640788994141	2.15521070145801	0.0386298704544871	0.172869675223227	-4.1605549612487
TSPAN8	0.844965834218748	4.52101921123047	2.15045770973366	0.039033249223538	0.173587676703991	-4.16945706018914
SERPINB2	-1.0948576296875	4.38617460253906	-2.11053889873183	0.0425714354932655	0.181431542419995	-4.24364392715752
ST6GALNAC2	0.700745571145832	4.49391321738281	2.10057866262185	0.0434973579537265	0.183579775974595	-4.26199200132834
GSTT1	-0.592295979062501	5.49708067714844	-2.07705021105164	0.0457556079861828	0.190209755577167	-4.30507435127448
B3GALT2	-0.573428215833335	2.98275202578125	-2.06997012626838	0.0464550880534821	0.191543725957814	-4.31796657736334
HOXC5	-0.502790783281251	5.19461298388672	-2.06952158086216	0.0464997178853435	0.19154409651908	-4.31878221450776
CELSR1	0.519068967968749	3.85767376435547	2.05431495441183	0.0480352674063598	0.194959389514778	-4.34635444029902
AMPH	0.710291395937499	5.01968064121094	2.0488438665754	0.0485985408925153	0.195759807901564	-4.35623654325058
